contest,handle,finding,risk,score,pie,split,slice,award,awardCoin,awardUSD
149,Noah3o6,Q-45,q,18,204.33730385251783,20,10.216865192625892,56.127303527278606,USDC,56.13
149,Noah3o6,G-38,g,0,61.29823977770094,6,10.216373296283491,31.215811584630263,USDC,31.22
149,NoamYakov,Q-46,q,7,30.648658350217715,3,10.216219450072572,56.123756080228326,USDC,56.12
149,NoamYakov,G-39,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,oyc_109,Q-47,q,100,100,1,100,549.3593432923923,USDC,549.36
149,oyc_109,G-41,g,16,135.71362966074207,7,19.38766138010601,59.238397732408814,USDC,59.24
149,rbserver,Q-48,q,96,60,1,60,329.61560597543536,USDC,329.62
149,rbserver,G-42,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,RedOneN,Q-49,q,22,30.661528189196403,3,10.220509396398802,56.1473233011937,USDC,56.15
149,RedOneN,G-43,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,ReyAdmirado,Q-51,q,7,30.648658350217715,3,10.216219450072572,56.123756080228326,USDC,56.12
149,ReyAdmirado,G-45,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,robee,Q-52,q,77,14.382164801981435,1,14.382164801981435,79.00976610739481,USDC,79.01
149,robee,G-46,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,Rohan16,Q-53,q,44,31.018993844739967,3,10.339664614913323,56.80191362712369,USDC,56.8
149,Rohan16,G-47,g,3,112.4023824958177,11,10.2183984087107,31.221999252810754,USDC,31.22
149,Rolezn,Q-54,q,40,20.57186536630855,2,10.285932683154275,56.506732239673866,USDC,56.51
149,Rolezn,G-48,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,sashik_eth,Q-56,q,18,204.33730385251783,20,10.216865192625892,56.127303527278606,USDC,56.13
149,sashik_eth,G-50,g,3,112.4023824958177,11,10.2183984087107,31.221999252810754,USDC,31.22
149,simon135,Q-57,q,37,41.01091937604238,4,10.252729844010595,56.32432934059972,USDC,56.32
149,simon135,G-51,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,Sm4rty,Q-58,q,59,10.80972450726633,1,10.80972450726633,59.38423156483509,USDC,59.38
149,Sm4rty,G-52,g,3,112.4023824958177,11,10.2183984087107,31.221999252810754,USDC,31.22
149,sseefried,Q-59,q,25,20.44731314370852,2,10.22365657185426,56.16461260360806,USDC,56.16
149,tofunmi,Q-60,q,18,204.33730385251783,20,10.216865192625892,56.127303527278606,USDC,56.13
149,tofunmi,G-53,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,TomJ,Q-61,q,18,204.33730385251783,20,10.216865192625892,56.127303527278606,USDC,56.13
149,TomJ,G-55,g,14,23.885195867600366,2,11.942597933800183,36.490237398443284,USDC,36.49
149,Twpony,Q-62,q,18,204.33730385251783,20,10.216865192625892,56.127303527278606,USDC,56.13
149,Waze,Q-63,q,44,31.018993844739967,3,10.339664614913323,56.80191362712369,USDC,56.8
149,Waze,G-56,g,3,112.4023824958177,11,10.2183984087107,31.221999252810754,USDC,31.22
149,Yiko,Q-65,q,3,20.43241682266458,2,10.21620841133229,56.12369543787721,USDC,56.12
149,0xsam,G-04,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,a12jmx,G-06,g,1,20.43320816697849,2,10.216604083489244,31.216516747775927,USDC,31.22
149,ak1,G-08,g,0,61.29823977770094,6,10.216373296283491,31.215811584630263,USDC,31.22
149,erictee,G-25,g,0,61.29823977770094,6,10.216373296283491,31.215811584630263,USDC,31.22
149,Fitraldys,G-27,g,1,20.43320816697849,2,10.216604083489244,31.216516747775927,USDC,31.22
149,gerdusx,G-28,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,medikko,G-35,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
149,MiloTruck,G-37,g,14,23.885195867600366,2,11.942597933800183,36.490237398443284,USDC,36.49
149,owenthurm,G-40,g,3,112.4023824958177,11,10.2183984087107,31.221999252810754,USDC,31.22
149,Tomio,G-54,g,9,219.117058254947,21,10.434145631187953,31.88120819628262,USDC,31.88
152,Lambda,M-01,2,,3,1,3,6341.822467875836,USDC,6341.82
152,Lambda,M-03,2,,2.43,3,0.81,1712.2920663264758,USDC,1712.29
152,Lambda,M-05,2,,2.1870000000000003,4,0.5467500000000001,1155.7971447703712,USDC,1155.8
152,Lambda,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,Lambda,Q-44,q,95,40.8,1,40.8,164.53592056831988,USDC,164.54
152,0xHarry,M-02,2,,2.1870000000000003,4,0.5467500000000001,1155.7971447703712,USDC,1155.8
152,0xHarry,G-06,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,peritoflores,M-02,2,,2.1870000000000003,4,0.5467500000000001,1155.7971447703712,USDC,1155.8
152,shenwilly,M-02,2,,2.1870000000000003,4,0.5467500000000001,1155.7971447703712,USDC,1155.8
152,shenwilly,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,shenwilly,M-05,2,,2.1870000000000003,4,0.5467500000000001,1155.7971447703712,USDC,1155.8
152,shenwilly,Q-60,q,65,10.80972450726633,1,10.80972450726633,43.592842472867495,USDC,43.59
152,berndartmueller,M-02,2,,2.1870000000000003,4,0.5467500000000001,1155.7971447703712,USDC,1155.8
152,berndartmueller,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,berndartmueller,Q-14,q,88,53.420815758500964,3,17.80693858616699,71.81080962692457,USDC,71.81
152,bin2chen,M-03,2,,2.43,3,0.81,1712.2920663264758,USDC,1712.29
152,bin2chen,Q-15,q,70,33.53569612161602,3,11.178565373872006,45.080282951548426,USDC,45.08
152,KIntern_NA,M-03,2,,2.43,3,0.81,1712.2920663264758,USDC,1712.29
152,KIntern_NA,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,KIntern_NA,M-05,2,,2.1870000000000003,4,0.5467500000000001,1155.7971447703712,USDC,1155.8
152,KIntern_NA,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,0x1f8b,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,0x1f8b,Q-02,q,88,53.420815758500964,3,17.80693858616699,71.81080962692457,USDC,71.81
152,0x1f8b,G-03,g,95,40.8,1,40.8,82.26796028416007,USDC,82.27
152,0x52,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,0x52,M-05,2,,2.1870000000000003,4,0.5467500000000001,1155.7971447703712,USDC,1155.8
152,0x52,Q-03,q,40,102.30320261191603,10,10.230320261191604,41.25625396774254,USDC,41.26
152,0xDjango,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,0xDjango,Q-05,q,50,51.719299754873866,5,10.343859950974773,41.7141303741032,USDC,41.71
152,0xDjango,G-05,g,30,30.6512964512742,3,10.217098817091399,20.601467639799367,USDC,20.6
152,auditor0517,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,auditor0517,Q-12,q,40,102.30320261191603,10,10.230320261191604,41.25625396774254,USDC,41.26
152,byndooa,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,byndooa,M-06,2,,2.7,2,1.35,2853.8201105441262,USDC,2853.82
152,cccz,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,cccz,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,cccz,Q-22,q,10,30.648590151171042,3,10.216196717057015,41.19929734186333,USDC,41.2
152,Ch_301,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,Chom,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,Chom,Q-23,q,88,53.420815758500964,3,17.80693858616699,71.81080962692457,USDC,71.81
152,Chom,G-20,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,csanuragjain,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,csanuragjain,Q-25,q,75,23.885195867600366,2,11.942597933800183,48.161430024880595,USDC,48.16
152,ladboy233,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,ladboy233,Q-43,q,40,102.30320261191603,10,10.230320261191604,41.25625396774254,USDC,41.26
152,ladboy233,G-42,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,nine9,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,PwnedNoMore,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,PwnedNoMore,Q-49,q,40,102.30320261191603,10,10.230320261191604,41.25625396774254,USDC,41.26
152,thank_you,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,thank_you,Q-64,q,35,91.96044382872228,9,10.217827092080253,41.20587222557215,USDC,41.21
152,Treasure-Seeker,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,Treasure-Seeker,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,Treasure-Seeker,Q-66,q,35,91.96044382872228,9,10.217827092080253,41.20587222557215,USDC,41.21
152,wagmi,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,wagmi,Q-68,q,35,91.96044382872228,9,10.217827092080253,41.20587222557215,USDC,41.21
152,wagmi,G-68,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,yixxas,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,zkhorse,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,zkhorse,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,zkhorse,Q-73,q,85,14.382164801981435,1,14.382164801981435,57.9995766043947,USDC,58
152,zkhorse,G-72,g,65,42.25000350149513,4,10.562500875373782,21.297926532270992,USDC,21.3
152,itsmeSTYJ,M-04,2,,0.40525551530189785,20,0.020262775765094894,42.834308869536265,USDC,42.83
152,joestakey,M-06,2,,2.7,2,1.35,2853.8201105441262,USDC,2853.82
152,joestakey,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,joestakey,M-08,2,,3,1,3,6341.822467875836,USDC,6341.82
152,joestakey,Q-40,q,75,23.885195867600366,2,11.942597933800183,48.161430024880595,USDC,48.16
152,joestakey,G-41,g,55,30.94450227709816,3,10.314834092366054,20.798538270795856,USDC,20.8
152,0xc0ffEE,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,0xsolstars,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,0xsolstars,Q-09,q,70,33.53569612161602,3,11.178565373872006,45.080282951548426,USDC,45.08
152,Bnke0x0,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,Bnke0x0,Q-16,q,45,30.799685468288747,3,10.266561822762915,41.40240687695747,USDC,41.4
152,Bnke0x0,G-14,g,77,38.26502538825709,3,12.755008462752363,25.718836510731304,USDC,25.72
152,brgltd,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,brgltd,Q-18,q,30,51.082501678676955,5,10.216500335735391,41.20052175800912,USDC,41.2
152,brgltd,G-16,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,CodingNameKiki,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,CodingNameKiki,G-21,g,35,61.312822408379105,6,10.218803734729851,20.604905387264267,USDC,20.6
152,Deivitto,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,Deivitto,Q-28,q,60,10.688017829109073,1,10.688017829109073,43.102030700075424,USDC,43.1
152,Deivitto,G-24,g,92,30.355199999999996,1,30.355199999999996,61.207362451415094,USDC,61.21
152,Diraco,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,Diraco,G-26,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,Dravee,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,Dravee,Q-31,q,98,60,1,60,241.9645890710587,USDC,241.96
152,Dravee,G-27,g,100,100,1,100,201.6371575592159,USDC,201.64
152,durianSausage,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,durianSausage,Q-32,q,40,102.30320261191603,10,10.230320261191604,41.25625396774254,USDC,41.26
152,durianSausage,G-28,g,45,10.232396447989233,1,10.232396447989233,20.632313347915662,USDC,20.63
152,erictee,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,erictee,Q-34,q,40,102.30320261191603,10,10.230320261191604,41.25625396774254,USDC,41.26
152,erictee,G-30,g,72,22.12439422191084,2,11.06219711095542,22.30549981812821,USDC,22.31
152,ignacio,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,ignacio,G-37,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,IllIllI,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,IllIllI,Q-38,q,90,54.49365503999999,2,27.246827519999997,109.8794570727802,USDC,109.88
152,IllIllI,G-38,g,90,24.138455039999993,1,24.138455039999993,48.672094621365275,USDC,48.67
152,LeoS,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,LeoS,Q-45,q,15,71.51345686090482,7,10.216208122986403,41.19934333904695,USDC,41.2
152,LeoS,G-43,g,40,51.12452715355344,5,10.224905430710688,20.61720867360293,USDC,20.62
152,Noah3o6,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,Noah3o6,G-49,g,50,61.5255258757411,6,10.254254312623518,20.676386924867373,USDC,20.68
152,oyc_109,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,oyc_109,Q-48,q,40,102.30320261191603,10,10.230320261191604,41.25625396774254,USDC,41.26
152,oyc_109,G-50,g,80,14.382164801981435,1,14.382164801981435,28.9997883021974,USDC,29
152,ReyAdmirado,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,ReyAdmirado,Q-52,q,12,20.43239742107557,2,10.216198710537785,41.19930538105925,USDC,41.2
152,ReyAdmirado,G-52,g,85,15.699100830147234,1,15.699100830147234,31.655220676264147,USDC,31.66
152,Rohan16,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,Rohan16,Q-54,q,15,71.51345686090482,7,10.216208122986403,41.19934333904695,USDC,41.2
152,Rohan16,G-54,g,40,51.12452715355344,5,10.224905430710688,20.61720867360293,USDC,20.62
152,Rolezn,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,Rolezn,Q-56,q,50,51.719299754873866,5,10.343859950974773,41.7141303741032,USDC,41.71
152,Rolezn,G-55,g,60,20.774797477775714,2,10.387398738887857,20.944855561435315,USDC,20.94
152,Sm4rty,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,Sm4rty,Q-63,q,15,71.51345686090482,7,10.216208122986403,41.19934333904695,USDC,41.2
152,Sm4rty,G-63,g,40,51.12452715355344,5,10.224905430710688,20.61720867360293,USDC,20.62
152,zeesaw,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,zeesaw,Q-72,q,30,51.082501678676955,5,10.216500335735391,41.20052175800912,USDC,41.2
152,zeesaw,G-71,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,rbserver,M-07,2,,0.17444921100912028,28,0.006230328964611439,13.170546736676805,USDC,13.17
152,rbserver,Q-50,q,90,54.49365503999999,2,27.246827519999997,109.8794570727802,USDC,109.88
152,__141345__,Q-01,q,30,51.082501678676955,5,10.216500335735391,41.20052175800912,USDC,41.2
152,__141345__,G-01,g,60,20.774797477775714,2,10.387398738887857,20.944855561435315,USDC,20.94
152,0xackermann,Q-04,q,20,20.432458418360998,2,10.216229209180499,41.199428374251774,USDC,41.2
152,0xmatt,Q-06,q,20,20.432458418360998,2,10.216229209180499,41.199428374251774,USDC,41.2
152,0xNazgul,Q-07,q,58,10.591748722884063,1,10.591748722884063,42.71380212127588,USDC,42.71
152,0xNazgul,G-08,g,35,61.312822408379105,6,10.218803734729851,20.604905387264267,USDC,20.6
152,0xSmartContract,Q-08,q,78,12.696674676516656,1,12.696674676516656,51.20242784453782,USDC,51.2
152,0xSmartContract,G-09,g,70,10.80972450726633,1,10.80972450726633,21.796421236433783,USDC,21.8
152,0xSolus,Q-10,q,50,51.719299754873866,5,10.343859950974773,41.7141303741032,USDC,41.71
152,apostle0x01,Q-11,q,25,30.648815110769966,3,10.216271703589989,41.199599743290605,USDC,41.2
152,apostle0x01,G-12,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,Aymen0909,Q-13,q,10,30.648590151171042,3,10.216196717057015,41.19929734186333,USDC,41.2
152,Aymen0909,G-13,g,55,30.94450227709816,3,10.314834092366054,20.798538270795856,USDC,20.8
152,bobirichman,Q-17,q,15,71.51345686090482,7,10.216208122986403,41.19934333904695,USDC,41.2
152,bobirichman,G-15,g,35,61.312822408379105,6,10.218803734729851,20.604905387264267,USDC,20.6
152,bulej93,Q-19,q,30,51.082501678676955,5,10.216500335735391,41.20052175800912,USDC,41.2
152,bulej93,G-17,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,c3phas,Q-20,q,50,51.719299754873866,5,10.343859950974773,41.7141303741032,USDC,41.71
152,c3phas,G-18,g,98,60,1,60,120.98229453552955,USDC,120.98
152,carlitox477,Q-21,q,80,13.416994060259675,1,13.416994060259675,54.10729090599279,USDC,54.11
152,carlitox477,G-19,g,35,61.312822408379105,6,10.218803734729851,20.604905387264267,USDC,20.6
152,cryptphi,Q-24,q,23,10.216242908480114,1,10.216242908480114,41.19948362000847,USDC,41.2
152,d3e4,Q-26,q,55,20.970236949501995,2,10.485118474750998,42.28378971840817,USDC,42.28
152,d3e4,G-23,g,50,61.5255258757411,6,10.254254312623518,20.676386924867373,USDC,20.68
152,danb,Q-27,q,40,102.30320261191603,10,10.230320261191604,41.25625396774254,USDC,41.26
152,delfin454000,Q-29,q,40,102.30320261191603,10,10.230320261191604,41.25625396774254,USDC,41.26
152,DevABDee,Q-30,q,15,71.51345686090482,7,10.216208122986403,41.19934333904695,USDC,41.2
152,DevABDee,G-25,g,55,30.94450227709816,3,10.314834092366054,20.798538270795856,USDC,20.8
152,ElKu,Q-33,q,15,71.51345686090482,7,10.216208122986403,41.19934333904695,USDC,41.2
152,ElKu,G-29,g,35,61.312822408379105,6,10.218803734729851,20.604905387264267,USDC,20.6
152,fatherOfBlocks,Q-35,q,28,20.432656724706014,2,10.216328362353007,41.19982823352912,USDC,41.2
152,fatherOfBlocks,G-31,g,50,61.5255258757411,6,10.254254312623518,20.676386924867373,USDC,20.68
152,gogo,Q-36,q,35,91.96044382872228,9,10.217827092080253,41.20587222557215,USDC,41.21
152,gogo,G-35,g,75,23.145141115824792,2,11.572570557912396,23.33460232950925,USDC,23.33
152,iamwhitelights,Q-37,q,15,71.51345686090482,7,10.216208122986403,41.19934333904695,USDC,41.2
152,JC,Q-39,q,30,51.082501678676955,5,10.216500335735391,41.20052175800912,USDC,41.2
152,JC,G-40,g,75,23.145141115824792,2,11.572570557912396,23.33460232950925,USDC,23.33
152,jonatascm,Q-41,q,25,30.648815110769966,3,10.216271703589989,41.199599743290605,USDC,41.2
152,Kumpa,Q-42,q,35,91.96044382872228,9,10.217827092080253,41.20587222557215,USDC,41.21
152,mics,Q-46,q,35,91.96044382872228,9,10.217827092080253,41.20587222557215,USDC,41.21
152,mics,G-46,g,25,10.216763571989963,1,10.216763571989963,20.600791661105976,USDC,20.6
152,MiloTruck,Q-47,q,12,20.43239742107557,2,10.216198710537785,41.19930538105925,USDC,41.2
152,MiloTruck,G-47,g,77,38.26502538825709,3,12.755008462752363,25.718836510731304,USDC,25.72
152,ret2basic,Q-51,q,35,91.96044382872228,9,10.217827092080253,41.20587222557215,USDC,41.21
152,robee,Q-53,q,45,30.799685468288747,3,10.266561822762915,41.40240687695747,USDC,41.4
152,robee,G-53,g,40,51.12452715355344,5,10.224905430710688,20.61720867360293,USDC,20.62
152,rokinot,Q-55,q,35,91.96044382872228,9,10.217827092080253,41.20587222557215,USDC,41.21
152,Ruhum,Q-57,q,70,33.53569612161602,3,11.178565373872006,45.080282951548426,USDC,45.08
152,rvierdiiev,Q-58,q,45,30.799685468288747,3,10.266561822762915,41.40240687695747,USDC,41.4
152,rvierdiiev,G-56,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,Saw-mon_and_Natalie,Q-59,q,100,100,1,100,403.27431511843116,USDC,403.27
152,Saw-mon_and_Natalie,G-60,g,87,17.538104362107344,1,17.538104362107344,35.363335125522106,USDC,35.36
152,sikorico,Q-61,q,28,20.432656724706014,2,10.216328362353007,41.19982823352912,USDC,41.2
152,sikorico,G-61,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,simon135,Q-62,q,50,51.719299754873866,5,10.343859950974773,41.7141303741032,USDC,41.71
152,simon135,G-62,g,77,38.26502538825709,3,12.755008462752363,25.718836510731304,USDC,25.72
152,TomJ,Q-65,q,40,102.30320261191603,10,10.230320261191604,41.25625396774254,USDC,41.26
152,TomJ,G-66,g,65,42.25000350149513,4,10.562500875373782,21.297926532270992,USDC,21.3
152,Vexjon,Q-67,q,25,30.648815110769966,3,10.216271703589989,41.199599743290605,USDC,41.2
152,Waze,Q-69,q,35,91.96044382872228,9,10.217827092080253,41.20587222557215,USDC,41.21
152,Waze,G-69,g,50,61.5255258757411,6,10.254254312623518,20.676386924867373,USDC,20.68
152,yash90,Q-70,q,55,20.970236949501995,2,10.485118474750998,42.28378971840817,USDC,42.28
152,Yiko,Q-71,q,10,30.648590151171042,3,10.216196717057015,41.19929734186333,USDC,41.2
152,Yiko,G-70,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,0x040,G-02,g,30,30.6512964512742,3,10.217098817091399,20.601467639799367,USDC,20.6
152,0xbepresent,G-04,g,30,30.6512964512742,3,10.217098817091399,20.601467639799367,USDC,20.6
152,0xkatana,G-07,g,88,20.183610566246394,1,20.183610566246394,40.697658638600785,USDC,40.7
152,ajtra,G-10,g,72,22.12439422191084,2,11.06219711095542,22.30549981812821,USDC,22.31
152,Amithuddar,G-11,g,40,51.12452715355344,5,10.224905430710688,20.61720867360293,USDC,20.62
152,cRat1st0s,G-22,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,Fitraldys,G-32,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,Funen,G-33,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,gerdusx,G-34,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,hakerbaya,G-36,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,jag,G-39,g,65,42.25000350149513,4,10.562500875373782,21.297926532270992,USDC,21.3
152,medikko,G-44,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,Metatron,G-45,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,newfork01,G-48,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,pfapostol,G-51,g,35,61.312822408379105,6,10.218803734729851,20.604905387264267,USDC,20.6
152,sach1r0,G-57,g,10,132.81066972824902,13,10.216205363711463,20.599666105799948,USDC,20.6
152,saian,G-58,g,65,42.25000350149513,4,10.562500875373782,21.297926532270992,USDC,21.3
152,samruna,G-59,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,SpaceCake,G-64,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
152,Tomio,G-65,g,50,61.5255258757411,6,10.254254312623518,20.676386924867373,USDC,20.68
152,Trabajo_de_mates,G-67,g,50,61.5255258757411,6,10.254254312623518,20.676386924867373,USDC,20.68
152,zuhaibmohd,G-73,g,20,122.59644954589646,12,10.216370795491372,20.599999677738655,USDC,20.6
155,berndartmueller,H-01,3,,4.304672100000001,9,0.47829690000000014,1683.287434154986,USDC,1683.29
155,berndartmueller,Q-46,q,30,183.94237697006122,18,10.219020942781178,35.44841479513794,USDC,35.45
155,bin2chen,H-01,3,,4.304672100000001,9,0.47829690000000014,1683.287434154986,USDC,1683.29
155,csanuragjain,H-01,3,,4.304672100000001,9,0.47829690000000014,1683.287434154986,USDC,1683.29
155,csanuragjain,Q-52,q,30,183.94237697006122,18,10.219020942781178,35.44841479513794,USDC,35.45
155,IEatBabyCarrots,H-01,3,,4.304672100000001,9,0.47829690000000014,1683.287434154986,USDC,1683.29
155,jayphbee,H-01,3,,4.304672100000001,9,0.47829690000000014,1683.287434154986,USDC,1683.29
155,KIntern_NA,H-01,3,,4.304672100000001,9,0.47829690000000014,1683.287434154986,USDC,1683.29
155,KIntern_NA,Q-70,q,20,306.48675151157164,30,10.216225050385722,35.43871621893269,USDC,35.44
155,KIntern_NA,G-95,g,20,347.3506088468444,34,10.216194377848366,16.6567774826014,USDC,16.66
155,Lambda,H-01,3,,4.304672100000001,9,0.47829690000000014,1683.287434154986,USDC,1683.29
155,Lambda,Q-08,q,55,43.498259692388345,3,14.499419897462781,50.296545402152155,USDC,50.3
155,Lambda,Q-09,q,,43.498259692388345,3,14.499419897462781,50.296545402152155,USDC,50.3
155,Lambda,G-75,g,20,347.3506088468444,34,10.216194377848366,16.6567774826014,USDC,16.66
155,zzzitron,H-01,3,,4.304672100000001,9,0.47829690000000014,1683.287434154986,USDC,1683.29
155,zzzitron,Q-63,q,20,306.48675151157164,30,10.216225050385722,35.43871621893269,USDC,35.44
155,cccz,H-01,3,,4.304672100000001,9,0.47829690000000014,1683.287434154986,USDC,1683.29
155,cccz,Q-44,q,30,183.94237697006122,18,10.219020942781178,35.44841479513794,USDC,35.45
155,Respx,M-01,2,,3,1,3,10558.0075941637,USDC,10558.01
155,Respx,Q-98,q,10,347.3505965596708,34,10.216194016460905,35.43860856640455,USDC,35.44
155,Respx,G-84,g,20,347.3506088468444,34,10.216194377848366,16.6567774826014,USDC,16.66
155,rbserver,M-02,2,,3,1,3,10558.0075941637,USDC,10558.01
155,rbserver,Q-10,q,55,43.498259692388345,3,14.499419897462781,50.296545402152155,USDC,50.3
155,rbserver,G-41,g,40,132.99750349214,13,10.230577191703077,16.68022763645429,USDC,16.68
155,0xDjango,M-03,2,,1.7714700000000003,6,0.29524500000000004,1039.0663173796206,USDC,1039.07
155,0xDjango,Q-16,q,50,123.17729467449449,11,11.197935879499498,38.84413958328023,USDC,38.84
155,0xDjango,G-05,g,75,24.138455039999993,1,24.138455039999993,39.35603214900243,USDC,39.36
